id_dokumenta,prejeto,,placnik,prejemnik,referenca_dobro,znesek,datum_placila,zastopnik_dolznika,upnik_trr,upnik_banka,dolznik_trr,dolznik_banka
5573769,2016-05-05,19:25:09,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122542958565817,40.25,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5573773,2016-05-05,19:25:10,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122598996462154,221.17,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5574256,2016-05-05,19:26:45,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122511634768045,60.26,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5574265,2016-05-05,19:26:47,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122232949857234,42.38,,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5574271,2016-05-05,19:26:48,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122924298991820,195.18,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5574292,2016-05-05,19:26:51,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122274481719260,431.51,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5574307,2016-05-05,19:26:53,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122525182267853,9.39,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5574313,2016-05-05,19:26:54,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122767289853415,73.38,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5574868,2016-05-05,19:28:38,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122923118873467,169.62,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5574870,2016-05-05,19:28:39,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122952641826737,223.67,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5574902,2016-05-05,19:28:44,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122959331349805,109.48,2016-08-12,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5574904,2016-05-05,19:28:44,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122564274714847,14.65,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5574922,2016-05-05,19:28:47,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122849008505664,10.82,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5574932,2016-05-05,19:28:49,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122223748936839,281.60,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5575443,2016-05-05,19:30:33,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122787284145323,65.36,2016-08-12,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5576029,2016-05-05,19:32:08,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122744207545760,184.09,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5576046,2016-05-05,19:32:11,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122534895186719,75.40,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5576062,2016-05-05,19:32:13,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122262154226463,167.95,2016-07-01,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5576063,2016-05-05,19:32:13,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122582591384322,4.16,2016-08-12,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5576067,2016-05-05,19:32:14,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122492045767143,63.53,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5576074,2016-05-05,19:32:15,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122873755662140,150.52,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5576084,2016-05-05,19:32:16,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122537446147344,211.23,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5576725,2016-05-05,19:33:54,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122515405811108,0.00,,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5576738,2016-05-05,19:33:56,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122971856872457,129.28,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5576755,2016-05-05,19:33:58,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122544617586220,6.56,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5576759,2016-05-05,19:33:59,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122395593164154,41.61,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5577296,2016-05-05,19:35:15,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122419677384239,175.81,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5577312,2016-05-05,19:35:17,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122353391901920,12.92,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5577324,2016-05-05,19:35:19,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122993142919641,59.72,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5577339,2016-05-05,19:35:21,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122541617242022,23.94,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5577724,2016-05-05,19:36:19,OBČINA IZOLA,Banka Intesa Sanpaolo d.d.,SI99,2.44,,Kolenc Igor,SI56010000001000153,BAKOSI2XXXX,SI56012400100006381,BSLJSI2XXXX
5577875,2016-05-05,19:36:39,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122450315919763,232.52,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5577879,2016-05-05,19:36:40,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122544209832466,85.71,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5577883,2016-05-05,19:36:40,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122964082416518,34.28,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5577920,2016-05-05,19:36:45,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122959958398719,130.63,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5578487,2016-05-05,19:38:06,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122352521814419,183.24,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5578538,2016-05-05,19:38:12,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122791595722041,100.98,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5579153,2016-05-05,19:39:33,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122228986068626,16.45,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5579172,2016-05-05,19:39:36,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122938764387303,87.73,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5579193,2016-05-05,19:39:38,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122531676772431,89.27,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5579197,2016-05-05,19:39:39,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122365039628661,0.00,,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5579201,2016-05-05,19:39:39,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122786462917555,118.05,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5579733,2016-05-05,19:40:55,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122637463088848,76.58,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5579735,2016-05-05,19:40:55,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122258082371417,100.75,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5579775,2016-05-05,19:41:00,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122370344308352,31.85,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5579789,2016-05-05,19:41:02,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122738984611964,539.73,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5580404,2016-05-05,19:42:31,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122941406976421,169.91,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5580412,2016-05-05,19:42:32,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122437916941603,117.17,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5580438,2016-05-05,19:42:36,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122549212629344,55.60,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5580444,2016-05-05,19:42:36,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122943529769345,34.29,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5580468,2016-05-05,19:42:39,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122661398322211,195.27,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5585252,2016-05-06,07:35:56,OBČINA IZOLA,OSNOVNA ŠOLA VOJKE ŠMUC IZOLA SCUOLA ELEMENTARE VOJKA ŠMUC ISOLA,SI120001230000011,5963.31,2016-08-26,Kolenc Igor,SI56012406030653796,BSLJSI2XXXX,SI56012400100006381,BSLJSI2XXXX
5586956,2016-05-06,08:55:53,OBČINA IZOLA,"VZGOJNO IZOBRAŽEVALNI ZAVOD VRTEC MAVRICA IZOLA ENTE PUBBLICO DI EDUCAZIONE ED ISTRUZIONE ASILO ""MAVRICA"" ISOLA",SI0033-0001200,250.32,2016-07-04,Kolenc Igor,SI56012406030635269,BSLJSI2XXXX,SI56012400100006381,BSLJSI2XXXX
5587687,2016-05-06,09:29:25,OBČINA IZOLA,"VZGOJNO IZOBRAŽEVALNI ZAVOD VRTEC MAVRICA IZOLA ENTE PUBBLICO DI EDUCAZIONE ED ISTRUZIONE ASILO ""MAVRICA"" ISOLA",SI0034-0001200,147.92,2016-07-04,Kolenc Igor,SI56012406030635269,BSLJSI2XXXX,SI56012400100006381,BSLJSI2XXXX
5588497,2016-05-06,09:44:34,OBČINA IZOLA,OSNOVNA ŠOLA KOPER SCUOLA ELEMENTARE CAPODISTRIA,SI00277-0023000,2577.00,2016-07-01,Kolenc Igor,SI56012506000000627,BSLJSI2XXXX,SI56012400100006381,BSLJSI2XXXX
5588617,2016-05-06,09:48:33,OBČINA IZOLA,SEZAM računalništvo in inženiring d.o.o.,00 20741-0060193,234.85,,Kolenc Igor,SI56350010000884552,BFKKSI22XXX,SI56012400100006381,UJPLSI2DICL
5590810,2016-05-06,10:40:01,OBČINA IZOLA,"PRIZMA PONIKVE, posebni socialno varstveni zavod",SI128804016007389,998.73,2016-08-26,Kolenc Igor,SI56011006030300010,BSLJSI2XXXX,SI56012400100006381,BSLJSI2XXXX
5590977,2016-05-06,10:47:49,OBČINA IZOLA,"VZGOJNO IZOBRAŽEVALNI ZAVOD VRTEC MAVRICA IZOLA ENTE PUBBLICO DI EDUCAZIONE ED ISTRUZIONE ASILO ""MAVRICA"" ISOLA",SI0036-0012011,267.75,2016-07-04,Kolenc Igor,SI56012406030635269,BSLJSI2XXXX,SI56012400100006381,BSLJSI2XXXX
5591091,2016-05-06,11:34:17,OBČINA IZOLA,MESTNA KNJIŽNICA IZOLA - BIBLIOTECA CIVICA DI ISOLA,SI004-506-20165,7083.35,2016-08-18,Kolenc Igor,SI56012406030370944,BSLJSI2XXXX,SI56012400100006381,BSLJSI2XXXX
5591485,2016-05-06,11:10:59,OBČINA IZOLA,"O2, trgovina in poslovne storitve, d.o.o.",SI002016-00003,321.71,2016-08-12,Kolenc Igor,SI56290000055629066,BACXSI22XXX,SI56012400100006381,BSLJSI2XXXX
5591524,2016-05-06,11:35:48,OBČINA IZOLA,MESTNA KNJIŽNICA IZOLA - BIBLIOTECA CIVICA DI ISOLA,SI003-11-20165,33.20,2016-08-18,Kolenc Igor,SI56012406030370944,BSLJSI2XXXX,SI56012400100006381,BSLJSI2XXXX
5591673,2016-05-06,11:37:59,OBČINA IZOLA,MESTNA KNJIŽNICA IZOLA - BIBLIOTECA CIVICA DI ISOLA,SI005-510-20165,265.76,2016-08-18,Kolenc Igor,SI56012406030370944,BSLJSI2XXXX,SI56012400100006381,BSLJSI2XXXX
5592427,2016-05-06,11:49:42,OBČINA IZOLA,"3 PORT - Informacijski inženiring, d.o.o. Koper",,805.20,,Kolenc Igor,SI56101000035484632,BAKOSI2XXXX,SI56012400100006381,BSLJSI2XXXX
5593282,2016-05-06,12:13:31,OBČINA IZOLA,"SNEMANJE FILMOV IN VIDEOFILMOV, PETER KLEVA, S.P.",,366.00,,Kolenc Igor,SI56101000038865858,BAKOSI2XXXX,SI56012400100006381,BSLJSI2XXXX
5594105,2016-05-06,12:48:31,OBČINA IZOLA,VARSTVENO DELOVNI CENTER AJDOVŠČINA-VIPAVA,SI120021600018181,950.89,2016-07-04,Kolenc Igor,SI56011006000016707,BSLJSI2XXXX,SI56012400100006381,BSLJSI2XXXX
5595259,2016-05-06,13:21:00,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122554469717322,13.26,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5595265,2016-05-06,13:21:02,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122832519813538,36.17,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5595280,2016-05-06,13:21:05,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122824218983711,40.86,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5595282,2016-05-06,13:21:06,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122269133476149,66.47,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5595402,2016-05-06,13:21:44,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122784624471261,239.82,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5595580,2016-05-06,13:22:46,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122280311636513,12.92,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5595582,2016-05-06,13:22:46,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122610557617945,87.93,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5595583,2016-05-06,13:22:46,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122960603313246,53.02,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5595602,2016-05-06,13:22:52,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122814217983726,167.18,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5595610,2016-05-06,13:22:53,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122790553325817,72.15,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5595611,2016-05-06,13:22:53,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122213846801237,19.96,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5595612,2016-05-06,13:22:54,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122624138975463,46.13,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5595768,2016-05-06,13:23:42,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122488573664501,64.00,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5595995,2016-05-06,13:24:29,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122846638268600,75.40,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5596006,2016-05-06,13:24:30,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122525676838410,53.09,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5596012,2016-05-06,13:24:32,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122572798847135,30.26,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5596233,2016-05-06,13:25:17,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122758961904965,10.93,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5596237,2016-05-06,13:25:18,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122516799966212,69.39,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5596428,2016-05-06,13:25:56,OBČINA IZOLA,"E 3, ENERGETIKA, EKOLOGIJA, EKONOMIJA, d.o.o.",SI124930074595606,99.26,2016-07-22,Kolenc Igor,SI56047500001868368,KBMASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5596435,2016-05-06,13:25:57,OBČINA IZOLA,"E 3, ENERGETIKA, EKOLOGIJA, EKONOMIJA, d.o.o.",SI124697509374569,21.23,2016-07-01,Kolenc Igor,SI56047500001868368,KBMASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5596501,2016-05-06,13:26:08,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122560127991257,38.21,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5596672,2016-05-06,13:27:09,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122819348497226,98.49,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5596683,2016-05-06,13:27:13,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122575231794327,246.38,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5596852,2016-05-06,13:28:06,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122941977599735,86.27,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5596855,2016-05-06,13:28:07,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122546601223125,12.92,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5596860,2016-05-06,13:28:08,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122953341897435,70.67,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5597010,2016-05-06,13:28:56,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122283034865419,120.82,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5597011,2016-05-06,13:28:56,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122567133180024,17.53,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5597018,2016-05-06,13:28:58,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122281504713235,16.31,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5597021,2016-05-06,13:28:59,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122796153886515,20.91,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5597034,2016-05-06,13:29:03,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122938854482909,32.38,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5597035,2016-05-06,13:29:03,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122519486757200,69.44,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5597037,2016-05-06,13:29:03,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122567501021513,52.00,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5597044,2016-05-06,13:29:05,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122732219784118,268.01,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5597210,2016-05-06,13:30:03,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122733375740425,248.03,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5597211,2016-05-06,13:30:03,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122934424790469,163.20,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5597216,2016-05-06,13:30:05,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122729309493038,17.40,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
5597218,2016-05-06,13:30:05,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122952118816462,51.97,2016-06-24,Kolenc Igor,SI56031301000002961,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
